Song,Artist Credit,Keyword,Quote
Single Saturday Night,Cole Swindell,romantic-pursuit,The last time that I'd by a drink for a girl I'd never met before
Single Saturday Night,Cole Swindell,surrender-and-sacrifice,But damn if I didn’t find what I wasn't even looking for
"Sit Still, Look Pretty",Daya,ambition-and-self-determination,But this girl right here's gonna rule the world
"Sit Still, Look Pretty",Daya,authenticity-and-honesty,I'm never gonna be that girl\nWho's living in a Barbie world
"Sit Still, Look Pretty",Daya,avoiding-commitment,Mister Right could be nice for one night\nBut then he wanna take control|Mister Right could be nice for one night\nBut then he wanna take control\nAnd I would rather fly solo
"Sit Still, Look Pretty",Daya,confidence-and-self-assurance,Call me HBIC|This queen don't need a king
"Sit Still, Look Pretty",Daya,defiance-and-rebellion,"No, I don't wanna sit still, look pretty"
"Sit Still, Look Pretty",Daya,dominance-and-power,But this girl right here's gonna rule the world|This queen don't need a king
"Sit Still, Look Pretty",Daya,female-empowerment,But I don't wanna be the puppet that you're playing on a string|But this girl right here's gonna rule the world|The only thing a boy's gonna give a girl for free's captivity
"Sit Still, Look Pretty",Daya,freedom-and-escape,And I would rather fly solo
"Sit Still, Look Pretty",Daya,idealized-beauty,But they say pretty hurts
"Sit Still, Look Pretty",Daya,independence-and-self-reliance,And I would rather fly solo|This queen don't need a king
"Sit Still, Look Pretty",Daya,individual-identity,I'm never gonna be that girl\nWho's living in a Barbie world
"Sit Still, Look Pretty",Daya,rejection-of-women,Dream of picket fences and trophy wives
"Sit Still, Look Pretty",Daya,relentless-ambition,"Yeah, that is where I'm gonna be because I wanna be"
"Sit Still, Look Pretty",Daya,societal-pressure,Could dress up\nTo get love|Dream of picket fences and trophy wives|I know the other girls wanna wear expensive things
"Sit Still, Look Pretty",Daya,toxic-relationship,But then he wanna take control|The only thing a boy's gonna give a girl for free's captivity
"Sit Still, Look Pretty",Daya,women-power,But this girl right here's gonna rule the world|This queen don't need a king
Sky Walker,Miguel Featuring Travis Scott,alcohol-and-substance-abuse,"I just popped two, I'll be stayin' up (yeah, yeah)|Take a shot, make a friend, just enjoy the moment"
Sky Walker,Miguel Featuring Travis Scott,carefree-escapism,Celebrate every day like a birthday
Sky Walker,Miguel Featuring Travis Scott,celebration-and-partying,"Celebrate every day like a birthday|Take a shot, make a friend, just enjoy the moment"
Sky Walker,Miguel Featuring Travis Scott,cherishing-the-present-moment,"Take a shot, make a friend, just enjoy the moment"
Sky Walker,Miguel Featuring Travis Scott,confidence-and-self-assurance,I'm outstandin' so I stand out (stand out)
Sky Walker,Miguel Featuring Travis Scott,defiance-and-rebellion,"Damn the police, woah (hey)"
Sky Walker,Miguel Featuring Travis Scott,desire-and-lust,"I know she vegan, but she want the steak tonight, yeah"
Sky Walker,Miguel Featuring Travis Scott,flirtation-and-seduction,"Baby roll it, lick it, love it, daddy blow your mind"
Sky Walker,Miguel Featuring Travis Scott,haters-and-critics,I'm Luke Skywalkin' on these haters (splish)
Sky Walker,Miguel Featuring Travis Scott,hope-and-optimism,Good things come to those that wait up (splish)
Sky Walker,Miguel Featuring Travis Scott,hustle-and-money,Wildin' with the paper (it's lit)
Sky Walker,Miguel Featuring Travis Scott,luxury-and-fashion,"Ice all on my chain, I'ma...|In my 23s, havin' a Jordan moment"
Sky Walker,Miguel Featuring Travis Scott,nighttime-revelry,"All night, we gon' keep it psychedelic like a..."
Sky Walker,Miguel Featuring Travis Scott,partying-and-nightlife,"Shotgunnin', takin' shots now"
Sky Walker,Miguel Featuring Travis Scott,rivalry-and-superiority,"I play for keeps and I don't lose|Top Gun, on my Tom Cruise"
Sky Walker,Miguel Featuring Travis Scott,self-confidence-and-braggadocio,"I'm more bathed than a bathhouse|Top Gun, on my Tom Cruise"
Sky Walker,Miguel Featuring Travis Scott,sensual-desire,Got the baes lookin' at me like it's dinnertime
Sky Walker,Miguel Featuring Travis Scott,street-loyalty-and-danger,"Hangin' with the gang, that shit dangerous, yeah"
Sky Walker,Miguel Featuring Travis Scott,wealth-and-flexing,"Ice all on my chain, I'ma..."
Slide,Calvin Harris Featuring Frank Ocean & Migos,alcohol-and-substance-abuse,She swallowed the bottle while I sit back and smoke gelato
Slide,Calvin Harris Featuring Frank Ocean & Migos,celebration-and-partying,We gon' pipe up and turn up (pipe up)
Slide,Calvin Harris Featuring Frank Ocean & Migos,confidence-and-self-assurance,"Average, I'ma make a million on the average"
Slide,Calvin Harris Featuring Frank Ocean & Migos,desire-and-lust,"Took off her panties, diamonds dancin' like Rick Ricardo"
Slide,Calvin Harris Featuring Frank Ocean & Migos,false-friendship,And your friends really wanna break us apart
Slide,Calvin Harris Featuring Frank Ocean & Migos,fame-and-status,Starin' at my diamonds while I'm hoppin' out the spaceship|You and I'll take a ride down the boulevard (yeah)
Slide,Calvin Harris Featuring Frank Ocean & Migos,hustle-and-money,I got a hundred G's in my Goyard (G's)
Slide,Calvin Harris Featuring Frank Ocean & Migos,luxury-and-fashion,"Walk in my mansion, twenty thousand paintings, Picasso"
Slide,Calvin Harris Featuring Frank Ocean & Migos,nighttime-revelry,Do you slide on all your nights like this?
Slide,Calvin Harris Featuring Frank Ocean & Migos,partying-and-nightlife,We gon' light up and burn up (burn up)
Slide,Calvin Harris Featuring Frank Ocean & Migos,relationship-complications,And your friends really wanna break us apart
Slide,Calvin Harris Featuring Frank Ocean & Migos,self-confidence-and-braggadocio,My diamonds gon' shine when the lights dark (shine)|Starin' at my diamonds while I'm hoppin' out the spaceship
Slide,Calvin Harris Featuring Frank Ocean & Migos,showing-off-and-impressing,I got a hundred G's in my Goyard (G's)|My diamonds gon' shine when the lights dark (shine)
Slide,Calvin Harris Featuring Frank Ocean & Migos,wealth-and-flexing,I might empty my bank account|Starin' at my diamonds while I'm hoppin' out the spaceship
Slide,Calvin Harris Featuring Frank Ocean & Migos,wealth-and-material-success,"I got a hundred G's in my Goyard (G's)|Walk in my mansion, twenty thousand paintings, Picasso"
Slide,H.E.R. Featuring YG,alcohol-and-substance-abuse,"Orange juice and Ace, so we drankin'"
Slide,H.E.R. Featuring YG,attraction-and-admiration,You love what you do with a passion
Slide,H.E.R. Featuring YG,carefree-escapism,I don't care if we on the run
Slide,H.E.R. Featuring YG,confidence-and-self-assurance,I ain't gotta do to much I know what get you sticky
Slide,H.E.R. Featuring YG,desire-and-lust,I ain't given' out apologies when I'm behind
Slide,H.E.R. Featuring YG,flirtation-and-seduction,Better show off them eyelashes
Slide,H.E.R. Featuring YG,freedom-and-escape,"With the top down screamin', ""Money ain't a thing"""
Slide,H.E.R. Featuring YG,hustle-and-money,Just tryna get to the bag
Slide,H.E.R. Featuring YG,idealized-beauty,You always wear them glasses
Slide,H.E.R. Featuring YG,intimacy-and-connection,Nothin' matters when we one on one
Slide,H.E.R. Featuring YG,loyalty-and-relationships,Only keep the fam' around me
Slide,H.E.R. Featuring YG,luxury-and-fashion,Candy paint with the windows all black
Slide,H.E.R. Featuring YG,nighttime-revelry,We up till six in the mornin'
Slide,H.E.R. Featuring YG,partying-and-nightlife,"Up all night, baby, when we goin' slide?"
Slide,H.E.R. Featuring YG,romantic-pursuit,We should take a trip up to the moon
Slide,H.E.R. Featuring YG,sensual-desire,Booty all out cookin' bacon
Slide,H.E.R. Featuring YG,showing-off-and-impressing,"Seats crème brûlée, what they gon' say?"
Slide,H.E.R. Featuring YG,wealth-and-flexing,"Know I got five, you know it's all live"
Slide,H.E.R. Featuring YG,wealth-and-material-success,Fuckin' up the seats of the brand new ride
Slippery,Migos Featuring Gucci Mane,alcohol-and-substance-abuse,Pop a perky just to start up
Slippery,Migos Featuring Gucci Mane,confidence-and-self-assurance,"You can bet on me (skr, skr)"
Slippery,Migos Featuring Gucci Mane,criminal-secrecy,Don't tell em they might show the cops (shh)
Slippery,Migos Featuring Gucci Mane,defiance-and-rebellion,'Til they free it's fuck the cops (fuck 'em)
Slippery,Migos Featuring Gucci Mane,desire-and-lust,I'm all in her ovaries (ahh)
Slippery,Migos Featuring Gucci Mane,dominance-and-power,"Get beat, cause I'm flexin' 'Rari's (skrt)"
Slippery,Migos Featuring Gucci Mane,flirtation-and-seduction,I gave her her first Philippe (Philippe)|She wanna dose of me (dose)
Slippery,Migos Featuring Gucci Mane,hustle-and-money,"Pockets strong, wrist anemic (strong)"
Slippery,Migos Featuring Gucci Mane,luxury-and-fashion,"Bugatti on Forgi's, and nawl, I'm not crippin'|I pull up Diablo, I pull up with models|In Italy, bought her a fur, look like the wildebeest (rarr)"
Slippery,Migos Featuring Gucci Mane,predatory-threat,Run in your house and with pumps and the shotties
Slippery,Migos Featuring Gucci Mane,rivalry-and-superiority,I buy Ferrari's like Jordans\nI'm Mike and y'all Pippen
Slippery,Migos Featuring Gucci Mane,self-confidence-and-braggadocio,"Chillin', just me and my millions|I rock water, diamonds, I'm drippin' but not slippin'|I'm so slimy, grimy, sheisty but still shining"
Slippery,Migos Featuring Gucci Mane,street-loyalty-and-danger,"Dead shot (brrt), AK make your head rock (brrt)|It's a jungle, I let off some fire (some fire)"
Slippery,Migos Featuring Gucci Mane,violence-and-street-danger,"Dead shot (brrt), AK make your head rock (brrt)|I coulda pulled up and just shot ya ( brrt)"
Slippery,Migos Featuring Gucci Mane,wealth-and-flexing,"Iceberg (ice), ice tray, ice tray (woo)|Iced out watch (ice), ridin' round ten o' clock (ten)"
Slippery,Migos Featuring Gucci Mane,wealth-and-material-success,"Chillin', just me and my millions|I rock water, diamonds, I'm drippin' but not slippin'"
Slow Hands,Niall Horan,attraction-and-admiration,'Cause I want you bad
Slow Hands,Niall Horan,cherishing-the-present-moment,I just wanna take my time
Slow Hands,Niall Horan,desire-and-lust,"I've been thinking 'bout it all day|Yeah, I already know that there ain't no stopping"
Slow Hands,Niall Horan,flirtation-and-seduction,Fingertips puttin' on a show|We should take this back to my place
Slow Hands,Niall Horan,human-connection,Wanna be with you all alone
Slow Hands,Niall Horan,intimacy-and-connection,"No, no chance\nThat I'm leaving here without you on me|That I'm leaving here without you on me"
Slow Hands,Niall Horan,romantic-pursuit,That's what she said right to my face|We should take this back to my place
Slow Hands,Niall Horan,sensual-desire,"Fingertips puttin' on a show|Slow, slow hands\nLike sweat dripping down our dirty laundry"
Slow It Down,Benson Boone,ambition-and-self-determination,'Bout your big dreams on the big screens
Slow It Down,Benson Boone,attraction-and-admiration,Then you walked in with those green eyes
Slow It Down,Benson Boone,celebration-and-partying,"I'd never met you, but I wanted\nTo invite you to the party"
Slow It Down,Benson Boone,cherishing-the-present-moment,Take a moment now
Slow It Down,Benson Boone,faith-and-spirituality,'Cause the only love you've ever known is Jesus
Slow It Down,Benson Boone,family-and-distance,Only girl that's never left me is my mother
Slow It Down,Benson Boone,fear-of-losing-love,I could lose you like the others
Slow It Down,Benson Boone,guilt-and-apology,"Oh, I hate that I'm the reason that you're"
Slow It Down,Benson Boone,hidden-emotional-struggle,"I get nervous, oh, I'm anxious|I'm\n\nIn my head right now|In my head right now"
Slow It Down,Benson Boone,human-connection,Then you touch me and I come back|Then you touch me and I come back\nAnd we're talking on the staircase
Slow It Down,Benson Boone,inner-mental-turmoil,In your head right now\nWhile your world is spinning out
Slow It Down,Benson Boone,loneliness-and-isolation,"Out of Georgia, now you're lonely in this city"
Slow It Down,Benson Boone,reassurance-and-comfort,Let me pull you out\nLet me hold you now
Slow It Down,Benson Boone,reassurance-and-protection,Let me pull you out\nLet me hold you now|Let me slow it down
Slow It Down,Benson Boone,relationship-complications,And you're scared it's movin' quickly
Slow It Down,Benson Boone,romantic-pursuit,"I'd never met you, but I wanted\nTo invite you to the party"
